n	2	4	6	8	10	12	14	16	18	20	22	24	26	28	30	32
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	0	0	2	1	1	2	2	2	2	2	2	2	2	2	2	2
6	0	0	2	1	1	2	2	2	2	2	2	2	2	2	2	2
7	0	0	0	1	1	5	5	5	5	5	5	5	5	5	5	5
8	0	0	0	1	1	6	6	7	7	7	7	7	7	7	7	7
9	0	0	0	0	1	6	6	9	9	9	9	9	9	9	9	9
10	0	0	0	0	1	9	9	14	14	14	14	14	14	14	14	14
11	0	0	0	0	0	10	10	27	27	27	27	27	27	27	27	27
12	0	0	0	0	0	7	7	68	68	68	79	79	79	79	79	79
13	0	0	0	0	0	0	21	24	24	24	264	265	265	296	296	296
14	0	0	0	0	0	0	4	110	110	110	123	139	139	1425	1425	1425
15	0	0	0	0	0	0	0	54	54	48	883	1128	1128	1238	1238	1238
16	0	0	0	0	0	0	0	22	22	17	549	783	783	14143	14143	14143
17	0	0	0	0	0	0	0	0	14	10	321	558	558	16198	16198	16198
18	0	0	0	0	0	0	0	0	15	8	208	516	516	19426	19426	19426
19	0	0	0	0	0	0	0	0	0	1	130	662	662	28964	28964	28964
20	0	0	0	0	0	0	0	0	0	1	27	946	1158	56562	56562	56562
21	0	0	0	0	0	0	0	0	0	0	51	55	2416	116292	116292	116292
22	0	0	0	0	0	0	0	0	0	0	3	120	137	9015	9015	9015
23	0	0	0	0	0	0	0	0	0	0	0	7	509	36008	36008	36008
24	0	0	0	0	0	0	0	0	0	0	0	1	60	4087	4087	4087
25	0	0	0	0	0	0	0	0	0	0	0	0	6	516	516	516
26	0	0	0	0	0	0	0	0	0	0	0	0	2	110	110	110
27	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	30
28	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
